麻尾火车站				25.344367	107.469269
独山火车站				25.870119	107.556357
贵定南火车站				24.780704	115.011891
威舍火车站				25.284787	104.749523
草海火车站				26.885801	104.261413
兴义火车站				25.172159	104.993352
施秉火车站				26.923306	108.140987
绥阳火车站				44.428188	130.90054
柏果火车站				26.007172	104.509782
息烽火车站				27.084105	106.753995
孟溪火车站				29.644078	111.767492
小雨谷火车站				25.471622	104.607299
威箐火车站				25.543431	104.56379
盘关火车站				25.896386	104.508581
发耳火车站				26.317621	104.811631
松河火车站				26.037824	104.629295
三家寨火车站				29.644078	111.767492
茅草坪火车站				29.644078	111.767492
上西铺火车站				29.644078	111.767492
鲁番火车站				25.621018	104.534447
岔江火车站				29.644078	111.767492
大田边火车站				29.644078	111.767492
新坪田火车站				25.319791	104.687317
瓦窑田火车站				29.644078	111.767492
木竹河火车站				28.636227	106.876407
蒙渡火车站				29.644078	111.767492
三元坝火车站				29.644078	111.767492
九龙塘火车站				29.644078	111.767492
凉风垭火车站				29.644078	111.767492
李家湾火车站				29.644078	111.767492
娄山关火车站				26.610493	106.732126
大河坝火车站				29.644078	111.767492
高炉子火车站				23.389613	115.128731
汇塘河火车站				29.644078	111.767492
红花园火车站				29.644078	111.767492
元田坝火车站				29.644078	111.767492
新场火车站				29.644078	111.767492
太白火车站				33.942972	107.416865
松坎火车站				29.644078	111.767492
松坝火车站				29.644078	111.767492
平关火车站				29.644078	111.767492
平田火车站				29.644078	111.767492
沙沱火车站				29.644078	111.767492
白鸡坡火车站				29.644078	111.767492
花家庄火车站				29.644078	111.767492
月亮田火车站				29.644078	111.767492
梅花山火车站				29.644078	111.767492
高坪铺火车站				30.754684	106.259759
水花火车站				29.644078	111.767492
桐木寨火车站				29.644078	111.767492
羊坪火车站				27.178998	108.831359
黄平火车站				26.953082	107.869245
宝老山火车站				26.8322	108.062838
加劳火车站				29.644078	111.767492
蕉溪火车站				29.644078	111.767492
老王洞火车站				29.644078	111.767492
六个鸡火车站				29.644078	111.767492
麻江火车站				26.550521	107.673444
青溪火车站				29.644078	111.767492
水城火车站				26.430547	104.930357
双水火车站				26.554492	104.94773
石板哨火车站				26.467386	106.609008
新平坝火车站				26.408769	106.291405
湖潮火车站				26.445294	106.533094
黄桶火车站				29.644078	111.767492
化处火车站				29.644078	111.767492
二道岩火车站				29.644078	111.767492
贵阳西火车站				26.629907	106.709177
关寨火车站				26.290185	105.230169
高峰火车站				29.644078	111.767492
茨冲火车站				29.644078	111.767492
滥坝火车站				26.546461	105.040896
马场火车站				29.644078	111.767492
黄丝火车站				29.644078	111.767492
马嘎火车站				29.644078	111.767492
罗盘地火车站				31.624362	116.342506
乐居火车站				29.644078	111.767492
荷马岭火车站				29.644078	111.767492
树舍火车站				29.644078	111.767492
凉水井火车站				29.644078	111.767492
老锅厂火车站				29.644078	111.767492
清水沟火车站				29.644078	111.767492
星朗火车站				29.644078	111.767492
朱石寨火车站				29.644078	111.767492
河阳火车站				29.644078	111.767492
打羊火车站				29.644078	111.767492
墨冲火车站				29.644078	111.767492
